METRO_ID,Metropolitan areas,Year,GREEN_AREA_PC
CAN01,Edmonton,2012,5103.99
CAN01,Edmonton,2013,4990.86
CAN01,Edmonton,2014,4880.08
CAN04,Calgary,2000,1530.55
CAN04,Calgary,2001,1490.89
CAN04,Calgary,2002,1452.53
CAN04,Calgary,2003,1415.1
CAN04,Calgary,2004,1378.56
CAN04,Calgary,2005,1342.89
CAN04,Calgary,2006,1308.08
CAN04,Calgary,2007,1273.36
CAN04,Calgary,2008,1239.44
CAN04,Calgary,2009,1206.31
CAN04,Calgary,2010,1173.95
CAN04,Calgary,2011,1142.34
CAN04,Calgary,2012,1111.87
CAN04,Calgary,2013,1082.14
CAN04,Calgary,2014,1053.11
CAN06,Winnipeg,2000,5082.78
CAN06,Winnipeg,2001,5037.09
CAN06,Winnipeg,2002,5007.42
CAN06,Winnipeg,2003,4977.79
CAN06,Winnipeg,2004,4948.21
CAN06,Winnipeg,2005,4918.66
CAN06,Winnipeg,2006,4889.14
CAN06,Winnipeg,2007,4829.9
CAN06,Winnipeg,2008,4771.18
CAN06,Winnipeg,2009,4713.02
CAN06,Winnipeg,2010,4655.38
CAN06,Winnipeg,2011,4598.28
CAN06,Winnipeg,2012,4556.14
CAN06,Winnipeg,2013,4514.29
CAN06,Winnipeg,2014,4472.74
CAN09,Vancouver,2000,124.0
CAN09,Vancouver,2001,122.03
CAN09,Vancouver,2002,120.46
CAN09,Vancouver,2003,118.91
CAN09,Vancouver,2004,117.38
CAN09,Vancouver,2005,115.86
CAN09,Vancouver,2006,114.35
CAN09,Vancouver,2007,112.14
CAN09,Vancouver,2008,109.97
CAN09,Vancouver,2009,107.83
CAN09,Vancouver,2010,105.73
CAN09,Vancouver,2011,103.66
CAN09,Vancouver,2012,101.95
CAN09,Vancouver,2013,100.26
CAN09,Vancouver,2014,98.6
CAN16,Quebec,2000,1886.12
CAN16,Quebec,2001,1863.74
CAN16,Quebec,2002,1849.13
CAN16,Quebec,2003,1834.58
CAN16,Quebec,2004,1820.09
CAN16,Quebec,2005,1805.66
CAN16,Quebec,2006,1791.28
CAN16,Quebec,2007,1762.47
CAN16,Quebec,2008,1733.98
CAN16,Quebec,2009,1705.81
CAN16,Quebec,2010,1677.97
CAN16,Quebec,2011,1650.44
CAN16,Quebec,2012,1630.11
CAN16,Quebec,2013,1609.97
CAN16,Quebec,2014,1590.0
CAN20,Montreal,2000,847.75
CAN20,Montreal,2001,837.79
CAN20,Montreal,2002,828.58
CAN20,Montreal,2003,819.39
CAN20,Montreal,2004,810.2
CAN20,Montreal,2005,801.01
CAN20,Montreal,2006,791.84
CAN20,Montreal,2007,781.48
CAN20,Montreal,2008,771.17
CAN20,Montreal,2009,760.93
CAN20,Montreal,2010,750.74
CAN20,Montreal,2011,740.61
CAN20,Montreal,2012,731.14
CAN20,Montreal,2013,721.72
CAN20,Montreal,2014,712.34
CAN21,Ottawa-Gatineau,2000,4746.3
CAN21,Ottawa-Gatineau,2001,4676.91
CAN21,Ottawa-Gatineau,2002,4626.72
CAN21,Ottawa-Gatineau,2003,4576.86
CAN21,Ottawa-Gatineau,2004,4527.34
CAN21,Ottawa-Gatineau,2005,4478.14
CAN21,Ottawa-Gatineau,2006,4429.28
CAN21,Ottawa-Gatineau,2007,4347.05
CAN21,Ottawa-Gatineau,2008,4266.22
CAN21,Ottawa-Gatineau,2009,4186.77
CAN21,Ottawa-Gatineau,2010,4108.65
CAN21,Ottawa-Gatineau,2011,4031.9
CAN21,Ottawa-Gatineau,2012,3972.05
CAN21,Ottawa-Gatineau,2013,3912.99
CAN21,Ottawa-Gatineau,2014,3854.73
CAN26,Toronto,2000,1682.27
CAN26,Toronto,2001,1654.19
CAN26,Toronto,2002,1625.97
CAN26,Toronto,2003,1597.58
CAN26,Toronto,2004,1569.03
CAN26,Toronto,2005,1540.32
CAN26,Toronto,2006,1511.47
CAN26,Toronto,2007,1484.44
CAN26,Toronto,2008,1457.64
CAN26,Toronto,2009,1431.05
CAN26,Toronto,2010,1404.68
CAN26,Toronto,2011,1378.52
CAN26,Toronto,2012,1351.5
CAN26,Toronto,2013,1324.59
CAN26,Toronto,2014,1297.8
CAN29,Hamilton,2000,3093.74
CAN29,Hamilton,2001,3070.52
CAN29,Hamilton,2002,3051.41
CAN29,Hamilton,2003,3032.37
CAN29,Hamilton,2004,3013.43
CAN29,Hamilton,2005,2994.55
CAN29,Hamilton,2006,2975.75
CAN29,Hamilton,2007,2949.49
CAN29,Hamilton,2008,2923.47
CAN29,Hamilton,2009,2897.66
CAN29,Hamilton,2010,2872.08
CAN29,Hamilton,2011,2846.72
CAN29,Hamilton,2012,2825.17
CAN29,Hamilton,2013,2803.75
CAN29,Hamilton,2014,2782.48
CH001,Zurich,2000,300.4
CH001,Zurich,2001,298.11
CH001,Zurich,2002,295.82
CH001,Zurich,2003,293.54
CH001,Zurich,2004,291.25
CH001,Zurich,2005,288.97
CH001,Zurich,2006,286.69
CH001,Zurich,2007,284.41
CH001,Zurich,2008,282.14
CH001,Zurich,2009,279.87
CH001,Zurich,2010,277.6
CH001,Zurich,2011,275.33
CH001,Zurich,2012,273.06
CH001,Zurich,2013,270.8
CH001,Zurich,2014,268.55
CH002,Geneva,2000,799.84
CH002,Geneva,2001,790.51
CH002,Geneva,2002,781.01
CH002,Geneva,2003,771.38
CH002,Geneva,2004,761.65
CH002,Geneva,2005,751.85
CH002,Geneva,2006,742.01
CH002,Geneva,2007,732.12
CH002,Geneva,2008,722.24
CH002,Geneva,2009,712.36
CH002,Geneva,2010,702.47
CH002,Geneva,2011,692.63
CH002,Geneva,2012,682.8
CH002,Geneva,2013,673.0
CH002,Geneva,2014,663.25
CH003,Basel,2000,389.58
CH003,Basel,2001,388.04
CH003,Basel,2002,386.49
CH003,Basel,2003,384.93
CH003,Basel,2004,383.36
CH003,Basel,2005,381.79
CH003,Basel,2006,380.21
CH003,Basel,2007,378.62
CH003,Basel,2008,377.03
CH003,Basel,2009,375.42
CH003,Basel,2010,373.81
CH003,Basel,2011,372.19
CH003,Basel,2012,370.56
CH003,Basel,2013,368.93
CH003,Basel,2014,367.29
CHE,Switzerland,2000,
CHE,Switzerland,2001,
CHE,Switzerland,2002,
CHE,Switzerland,2003,
CHE,Switzerland,2004,
CHE,Switzerland,2005,
CHE,Switzerland,2006,
CHE,Switzerland,2007,
CHE,Switzerland,2008,
CHE,Switzerland,2009,
CHE,Switzerland,2010,
CHE,Switzerland,2011,
CHE,Switzerland,2012,
CHE,Switzerland,2013,
CHE,Switzerland,2014,
CHL,Chile,2000,
CHL,Chile,2001,
CHL,Chile,2002,
CHL,Chile,2003,
CHL,Chile,2004,
CHL,Chile,2005,
CHL,Chile,2006,
CHL,Chile,2007,
CHL,Chile,2008,
CHL,Chile,2009,
CHL,Chile,2010,
CHL,Chile,2011,
CHL,Chile,2012,
CHL,Chile,2013,
CHL,Chile,2014,
CL010,Valparaíso,2000,4.11
CL010,Valparaíso,2001,4.05
CL010,Valparaíso,2002,4.0
CL010,Valparaíso,2003,3.95
CL010,Valparaíso,2004,3.9
CL010,Valparaíso,2005,3.85
CL010,Valparaíso,2006,3.79
CL010,Valparaíso,2007,3.75
CL010,Valparaíso,2008,3.7
CL010,Valparaíso,2009,3.65
CL010,Valparaíso,2010,3.6
CL010,Valparaíso,2011,3.55
CL010,Valparaíso,2012,3.5
CL010,Valparaíso,2013,3.46
CL010,Valparaíso,2014,3.41
CL011,Santiago,2000,20.02
CL011,Santiago,2001,19.86
CL011,Santiago,2002,19.69
CL011,Santiago,2003,19.53
CL011,Santiago,2004,19.35
CL011,Santiago,2005,19.18
CL011,Santiago,2006,19.0
CL011,Santiago,2007,18.82
CL011,Santiago,2008,18.64
CL011,Santiago,2009,18.45
CL011,Santiago,2010,18.26
CL011,Santiago,2011,18.07
CL011,Santiago,2012,17.88
CL011,Santiago,2013,17.68
CL011,Santiago,2014,17.48
CL020,Concepción,2000,7.23
CL020,Concepción,2001,7.19
CL020,Concepción,2002,7.15
CL020,Concepción,2003,7.11
CL020,Concepción,2004,7.06
CL020,Concepción,2005,7.02
CL020,Concepción,2006,6.97
CL020,Concepción,2007,6.93
CL020,Concepción,2008,6.88
CL020,Concepción,2009,6.83
CL020,Concepción,2010,6.78
CL020,Concepción,2011,6.73
CL020,Concepción,2012,6.68
CL020,Concepción,2013,6.62
CL020,Concepción,2014,6.57
CZ001,Prague,2000,302.48
CZ001,Prague,2001,299.9
CZ001,Prague,2002,297.31
CZ001,Prague,2003,294.69
CZ001,Prague,2004,292.05
CZ001,Prague,2005,289.39
CZ001,Prague,2006,286.7
CZ001,Prague,2007,283.99
CZ001,Prague,2008,281.25
CZ001,Prague,2009,278.48
CZ001,Prague,2010,275.68
CZ001,Prague,2011,272.84
CZ001,Prague,2012,269.96
CZ001,Prague,2013,267.03
CZ001,Prague,2014,264.05
CZ002,Brno,2000,455.52
CZ002,Brno,2001,454.56
CZ002,Brno,2002,453.57
CZ002,Brno,2003,452.56
CZ002,Brno,2004,451.53
CZ002,Brno,2005,450.46
CZ002,Brno,2006,449.38
CZ002,Brno,2007,448.26
CZ002,Brno,2008,447.12
CZ002,Brno,2009,445.95
CZ002,Brno,2010,444.75
CZ002,Brno,2011,443.52
CZ002,Brno,2012,442.27
CZ002,Brno,2013,440.98
CZ002,Brno,2014,439.66
CZ003,Ostrava,2000,486.16
CZ003,Ostrava,2001,486.95
CZ003,Ostrava,2002,487.73
CZ003,Ostrava,2003,488.51
CZ003,Ostrava,2004,489.27
CZ003,Ostrava,2005,490.03
CZ003,Ostrava,2006,490.78
CZ003,Ostrava,2007,491.52
CZ003,Ostrava,2008,492.25
CZ003,Ostrava,2009,492.97
CZ003,Ostrava,2010,493.69
CZ003,Ostrava,2011,494.39
CZ003,Ostrava,2012,495.09
CZ003,Ostrava,2013,495.77
CZ003,Ostrava,2014,496.45
CZE,Czech Republic,2000,
CZE,Czech Republic,2001,
CZE,Czech Republic,2002,
CZE,Czech Republic,2003,
CZE,Czech Republic,2004,
CZE,Czech Republic,2005,
CZE,Czech Republic,2006,
CZE,Czech Republic,2007,
CZE,Czech Republic,2008,
CZE,Czech Republic,2009,
CZE,Czech Republic,2010,
CZE,Czech Republic,2011,
CZE,Czech Republic,2012,
CZE,Czech Republic,2013,
CZE,Czech Republic,2014,
DE001,Berlin,2000,209.26
DE001,Berlin,2001,209.1
DE001,Berlin,2002,208.93
DE001,Berlin,2003,208.75
DE001,Berlin,2004,208.56
DE001,Berlin,2005,208.35
DE001,Berlin,2006,208.14
DE001,Berlin,2007,207.91
DE001,Berlin,2008,207.68
DE001,Berlin,2009,207.43
DE001,Berlin,2010,207.17
DE001,Berlin,2011,206.89
DE001,Berlin,2012,206.61
DE001,Berlin,2013,206.31
DE001,Berlin,2014,206.0
DE002,Hamburg,2000,938.71
DE002,Hamburg,2001,937.06
DE002,Hamburg,2002,935.39
DE002,Hamburg,2003,933.7
DE002,Hamburg,2004,932.01
DE002,Hamburg,2005,930.29
DE002,Hamburg,2006,928.57
DE002,Hamburg,2007,926.82
DE002,Hamburg,2008,925.06
DE002,Hamburg,2009,923.28
DE002,Hamburg,2010,921.5
DE002,Hamburg,2011,919.69
DE002,Hamburg,2012,917.87
DE002,Hamburg,2013,916.04
DE002,Hamburg,2014,914.18
DE003,Munich,2000,623.21
DE003,Munich,2001,616.98
DE003,Munich,2002,610.8
DE003,Munich,2003,604.66
DE003,Munich,2004,598.56
DE003,Munich,2005,592.5
DE003,Munich,2006,586.49
DE003,Munich,2007,580.51
DE003,Munich,2008,574.58
DE003,Munich,2009,568.69
DE003,Munich,2010,562.84
DE003,Munich,2011,557.03
DE003,Munich,2012,551.27
DE003,Munich,2013,545.54
DE003,Munich,2014,539.85
DE004,Cologne,2000,73.24
DE004,Cologne,2001,73.04
DE004,Cologne,2002,72.83
DE004,Cologne,2003,72.63
DE004,Cologne,2004,72.42
DE004,Cologne,2005,72.21
DE004,Cologne,2006,72.01
DE004,Cologne,2007,71.8
DE004,Cologne,2008,71.59
DE004,Cologne,2009,71.38
DE004,Cologne,2010,71.17
DE004,Cologne,2011,70.96
DE004,Cologne,2012,70.75
DE004,Cologne,2013,70.54
DE004,Cologne,2014,70.32
DE005,Frankfurt,2000,102.21
DE005,Frankfurt,2001,102.07
DE005,Frankfurt,2002,101.93
DE005,Frankfurt,2003,101.79
DE005,Frankfurt,2004,101.65
DE005,Frankfurt,2005,101.51
DE005,Frankfurt,2006,101.37
DE005,Frankfurt,2007,101.22
DE005,Frankfurt,2008,101.07
DE005,Frankfurt,2009,100.92
DE005,Frankfurt,2010,100.77
DE005,Frankfurt,2011,100.62
DE005,Frankfurt,2012,100.47
DE005,Frankfurt,2013,100.31
DE005,Frankfurt,2014,100.16
DE006,Essen,2000,39.28
DE006,Essen,2001,39.49
DE006,Essen,2002,39.7
DE006,Essen,2003,39.91
DE006,Essen,2004,40.12
DE006,Essen,2005,40.33
DE006,Essen,2006,40.54
DE006,Essen,2007,40.75
DE006,Essen,2008,40.97
DE006,Essen,2009,41.18
DE006,Essen,2010,41.4
DE006,Essen,2011,41.62
DE006,Essen,2012,41.84
DE006,Essen,2013,42.06
DE006,Essen,2014,42.28
DE007,Stuttgart,2000,179.71
DE007,Stuttgart,2001,179.49
DE007,Stuttgart,2002,179.26
DE007,Stuttgart,2003,179.03
DE007,Stuttgart,2004,178.79
DE007,Stuttgart,2005,178.56
DE007,Stuttgart,2006,178.32
DE007,Stuttgart,2007,178.08
DE007,Stuttgart,2008,177.84
DE007,Stuttgart,2009,177.6
DE007,Stuttgart,2010,177.35
DE007,Stuttgart,2011,177.1
DE007,Stuttgart,2012,176.85
DE007,Stuttgart,2013,176.6
DE007,Stuttgart,2014,176.34
DE008,Leipzig,2000,353.33
DE008,Leipzig,2001,354.43
DE008,Leipzig,2002,355.5
DE008,Leipzig,2003,356.55
DE008,Leipzig,2004,357.57
DE008,Leipzig,2005,358.57
DE008,Leipzig,2006,359.54
DE008,Leipzig,2007,360.48
DE008,Leipzig,2008,361.39
DE008,Leipzig,2009,362.28
DE008,Leipzig,2010,363.14
DE008,Leipzig,2011,363.98
DE008,Leipzig,2012,364.79
DE008,Leipzig,2013,365.57
DE008,Leipzig,2014,366.33
DE009,Dresden,2000,528.44
DE009,Dresden,2001,527.24
DE009,Dresden,2002,525.99
DE009,Dresden,2003,524.71
DE009,Dresden,2004,523.39
DE009,Dresden,2005,522.03
DE009,Dresden,2006,520.64
DE009,Dresden,2007,519.21
DE009,Dresden,2008,517.75
DE009,Dresden,2009,516.25
DE009,Dresden,2010,514.72
DE009,Dresden,2011,513.16
DE009,Dresden,2012,511.57
DE009,Dresden,2013,509.94
DE009,Dresden,2014,508.28
DE010,Dortmund,2000,60.77
DE010,Dortmund,2001,61.13
DE010,Dortmund,2002,61.49
DE010,Dortmund,2003,61.85
DE010,Dortmund,2004,62.22
DE010,Dortmund,2005,62.58
DE010,Dortmund,2006,62.95
DE010,Dortmund,2007,63.31
DE010,Dortmund,2008,63.68
DE010,Dortmund,2009,64.05
DE010,Dortmund,2010,64.41
DE010,Dortmund,2011,64.78
DE010,Dortmund,2012,65.15
DE010,Dortmund,2013,65.52
DE010,Dortmund,2014,65.89
DE011,Düsseldorf,2000,53.71
DE011,Düsseldorf,2001,53.72
DE011,Düsseldorf,2002,53.74
DE011,Düsseldorf,2003,53.75
DE011,Düsseldorf,2004,53.76
DE011,Düsseldorf,2005,53.77
DE011,Düsseldorf,2006,53.78
DE011,Düsseldorf,2007,53.79
DE011,Düsseldorf,2008,53.8
DE011,Düsseldorf,2009,53.8
DE011,Düsseldorf,2010,53.81
DE011,Düsseldorf,2011,53.81
DE011,Düsseldorf,2012,53.82
DE011,Düsseldorf,2013,53.82
DE011,Düsseldorf,2014,53.82
DE012,Bremen,2000,1428.29
DE012,Bremen,2001,1427.88
DE012,Bremen,2002,1427.46
DE012,Bremen,2003,1427.05
DE012,Bremen,2004,1426.61
DE012,Bremen,2005,1426.16
DE012,Bremen,2006,1425.69
DE012,Bremen,2007,1425.21
DE012,Bremen,2008,1424.72
DE012,Bremen,2009,1424.22
DE012,Bremen,2010,1423.69
DE012,Bremen,2011,1423.15
DE012,Bremen,2012,1422.6
DE012,Bremen,2013,1422.03
DE012,Bremen,2014,1421.46
DE013,Hanover,2000,553.84
DE013,Hanover,2001,554.52
DE013,Hanover,2002,555.19
DE013,Hanover,2003,555.86
DE013,Hanover,2004,556.52
DE013,Hanover,2005,557.18
DE013,Hanover,2006,557.83
DE013,Hanover,2007,558.47
DE013,Hanover,2008,559.11
DE013,Hanover,2009,559.74
DE013,Hanover,2010,560.36
DE013,Hanover,2011,560.97
DE013,Hanover,2012,561.58
DE013,Hanover,2013,562.18
DE013,Hanover,2014,562.78
DE014,Nuremberg,2000,682.06
DE014,Nuremberg,2001,681.8
DE014,Nuremberg,2002,681.53
DE014,Nuremberg,2003,681.26
DE014,Nuremberg,2004,680.98
DE014,Nuremberg,2005,680.68
DE014,Nuremberg,2006,680.39
DE014,Nuremberg,2007,680.08
DE014,Nuremberg,2008,679.77
DE014,Nuremberg,2009,679.45
DE014,Nuremberg,2010,679.12
DE014,Nuremberg,2011,678.79
DE014,Nuremberg,2012,678.44
DE014,Nuremberg,2013,678.09
DE014,Nuremberg,2014,677.73
DE015,Bochum,2000,25.12
DE015,Bochum,2001,25.36
DE015,Bochum,2002,25.6
DE015,Bochum,2003,25.84
DE015,Bochum,2004,26.08
DE015,Bochum,2005,26.32
DE015,Bochum,2006,26.57
DE015,Bochum,2007,26.82
DE015,Bochum,2008,27.07
DE015,Bochum,2009,27.32
DE015,Bochum,2010,27.58
DE015,Bochum,2011,27.84
DE015,Bochum,2012,28.1
DE015,Bochum,2013,28.36
DE015,Bochum,2014,28.62
DE027,Freiburg im Breisgau,2000,615.8
DE027,Freiburg im Breisgau,2001,613.29
DE027,Freiburg im Breisgau,2002,610.77
DE027,Freiburg im Breisgau,2003,608.26
DE027,Freiburg im Breisgau,2004,605.76
DE027,Freiburg im Breisgau,2005,603.25
DE027,Freiburg im Breisgau,2006,600.75
DE027,Freiburg im Breisgau,2007,598.25
DE027,Freiburg im Breisgau,2008,595.76
DE027,Freiburg im Breisgau,2009,593.27
DE027,Freiburg im Breisgau,2010,590.78
DE027,Freiburg im Breisgau,2011,588.3
DE027,Freiburg im Breisgau,2012,585.82
DE027,Freiburg im Breisgau,2013,583.34
DE027,Freiburg im Breisgau,2014,580.87
DE033,Augsburg,2000,771.93
DE033,Augsburg,2001,769.45
DE033,Augsburg,2002,766.96
DE033,Augsburg,2003,764.47
DE033,Augsburg,2004,761.98
DE033,Augsburg,2005,759.48
DE033,Augsburg,2006,756.98
DE033,Augsburg,2007,754.47
DE033,Augsburg,2008,751.96
DE033,Augsburg,2009,749.44
DE033,Augsburg,2010,746.92
DE033,Augsburg,2011,744.39
DE033,Augsburg,2012,741.86
DE033,Augsburg,2013,739.33
DE033,Augsburg,2014,736.79
DE034,Bonn,2000,117.57
DE034,Bonn,2001,117.42
DE034,Bonn,2002,117.26
