Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	VAR	Dollars_th
ACORDA THERAPEUTICS, INC.	US133831168	20.25	1	NASDAQ National Market	Industrial company	Assets	1111294.0
SOUTHERN COPPER CORPORATION	US133849074	3.45	3	New York Stock Exchange (NYSE)	Industrial company	Assets	11526742.0
LIVEPERSON INC	US133861628	17.91	1	NASDAQ National Market	Industrial company	Assets	226194.0
MEDIVATION, INC.	US133863260	15.62	1	NASDAQ National Market	Industrial company	Assets	1431591.0
KNOLL, INC.	US133873847	16.04	1	New York Stock Exchange (NYSE)	Industrial company	Assets	856085.0
KINGOLD JEWELRY, INC.	US133883101	0.0	104	NASDAQ National Market	Industrial company	Assets	469616.0
COMMUNITY HEALTH SYSTEMS INC	US133893191	19.71	1	New York Stock Exchange (NYSE)	Industrial company	Assets	26861000.0
XO GROUP INC.	US133895178	17.84	1	New York Stock Exchange (NYSE)	Industrial company	Assets	196741.0
CARVER BANCORP, INC	US133904174	0.0	108	NASDAQ National Market	Bank	Assets	676386.0
MONSTER WORLDWIDE INC.	US133906555	20.45	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1154932.0
CARTER'S, INC.	US133912933	16.61	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2003654.0
B&G FOODS, INC.	US133918742	18.25	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2543620.0
REIS, INC.	US133926898	5.49	7	NASDAQ National Market	Industrial company	Assets	133199.0
SUCAMPO PHARMACEUTICALS, INC.	US133929237	13.340000000000002	3	NASDAQ National Market	Industrial company	Assets	457181.0
L-3 COMMUNICATIONS HOLDINGS, INC.	US133937434	18.89	1	New York Stock Exchange (NYSE)	Industrial company	Assets	12067000.0
WALTER INVESTMENT MANAGEMENT CORP	US133950486	14.71	4	New York Stock Exchange (NYSE)	Financial company	Assets	18591501.0
YUM! BRANDS, INC.	US133951308	15.61	1	New York Stock Exchange (NYSE)	Industrial company	Assets	8061000.0
SL GREEN REALTY CORP	US133956775	29.510000000000005	1	New York Stock Exchange (NYSE)	Financial company	Assets	19727646.0
CONSOLIDATED EDISON, INC.	US133965100	20.31	1	New York Stock Exchange (NYSE)	Industrial company	Assets	45642000.0
MFA FINANCIAL INC	US133974868	12.28	1	New York Stock Exchange (NYSE)	Financial company	Assets	13162551.0
STRATA SKIN SCIENCES, INC.	US133986004	3.49	4	NASDAQ National Market	Industrial company	Assets	51372.0
SIX FLAGS ENTERTAINMENT CORPORATION	US133995059	9.96	2	New York Stock Exchange (NYSE)	Industrial company	Assets	2428440.0
MOODY'S CORPORATION	US133998945	17.43	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5103000.0
GAMCO INVESTORS, INC.	US134007862	1.4300000000000002	4	New York Stock Exchange (NYSE)	Financial company	Assets	104027.0
GOLDMAN SACHS GROUP, INC	US134019460	16.5	1	New York Stock Exchange (NYSE)	Bank	Assets	861395000.0
MSCI INC.	US134038723	16.61	1	New York Stock Exchange (NYSE)	Financial company	Assets	3146987.0
BGC PARTNERS INC	US134063515	9.43	3	NASDAQ National Market	Bank	Assets	
CROSS COUNTRY HEALTHCARE INC	US134066229	16.48	1	NASDAQ National Market	Industrial company	Assets	365595.0
CORNERSTONE ONDEMAND, INC.	US134068197	13.04	1	NASDAQ National Market	Industrial company	Assets	558267.0
METLIFE INC	US134075851	15.12	2	New York Stock Exchange (NYSE)	Insurance company	Assets	
ALJ REGIONAL HOLDINGS INC	US134082185	0.0	101	NASDAQ National Market	Industrial company	Assets	
PLANET PAYMENT, INC.	US134084693	3.6	12	NASDAQ National Market	Industrial company	Assets	44507.0
KERYX BIOPHARMACEUTICALS, INC.	US134087132	14.759999999999998	2	NASDAQ National Market	Industrial company	Assets	258685.0
TIME WARNER INC.	US134099534	15.43	1	New York Stock Exchange (NYSE)	Industrial company	Assets	63848000.0
SITO MOBILE, LTD.	US134122844	1.19	7	NASDAQ National Market	Industrial company	Assets	18599.0
ATLAS AIR WORLDWIDE HOLDINGS, INC.	US134146982	18.95	1	NASDAQ National Market	Industrial company	Assets	4164403.0
MGT CAPITAL INVESTMENTS, INC.	US134148725	0.0	113	NYSE MKT	Industrial company	Assets	6119.0
SIGNATURE BANK	US134149421	19.18	1	NASDAQ National Market	Bank	Assets	33450545.0
ZIMMER BIOMET HOLDINGS, INC.	US134151777	14.250000000000002	1	New York Stock Exchange (NYSE)	Industrial company	Assets	27219500.0
MASTERCARD INC.	US134172551	14.38	1	New York Stock Exchange (NYSE)	Financial company	Assets	16250000.0
SAFETY INSURANCE GROUP INC	US134181699	18.33	1	NASDAQ National Market	Insurance company	Assets	1703869.0
MOLINA HEALTHCARE INC	US134204626	15.84	2	New York Stock Exchange (NYSE)	Insurance company	Assets	6576000.0
INDEPENDENT BANK GROUP, INC.	US134219346	4.8	3	NASDAQ National Market	Bank	Assets	5055027.0
DOUGLAS DYNAMICS, INC.	US134275891	11.079999999999998	2	New York Stock Exchange (NYSE)	Industrial company	Assets	503166.0
SYNUTRA INTERNATIONAL, INC.	US134306188	2.3	3	NASDAQ National Market	Industrial company	Assets	664885.0
HESS CORPORATION	US134921002	14.079999999999998	1	New York Stock Exchange (NYSE)	Industrial company	Assets	34157000.0
AMERICAN EXPRESS COMPANY	US134922250	13.62	2	New York Stock Exchange (NYSE)	Bank	Assets	161172000.0
AMERICAN ELECTRIC POWER COMPANY INC	US134922640	17.96	1	New York Stock Exchange (NYSE)	Industrial company	Assets	61683100.0
CHURCH & DWIGHT CO INC	US134996950	21.23	1	New York Stock Exchange (NYSE)	Industrial company	Assets	4256900.0
ITT CORPORATION	US135158950	16.700000000000006	1	New York Stock Exchange (NYSE)	Industrial company	Assets	3723600.0
NL INDUSTRIES INC	US135267260	1.86	4	New York Stock Exchange (NYSE)	Industrial company	Assets	349323.0
PFIZER INC	US135315170	17.74	1	New York Stock Exchange (NYSE)	Industrial company	Assets	167381000.0
EXXON MOBIL CORP	US135409005	16.73	1	New York Stock Exchange (NYSE)	Industrial company	Assets	336758000.0
JOHN WILEY & SONS, INC.	US135593032	17.0	3	New York Stock Exchange (NYSE)	Industrial company	Assets	3004243.0
VOLT INFORMATION SCIENCES INC	US135658129	3.7	7	NYSE MKT	Industrial company	Assets	326826.0
RAMCO GERSHENSON PROPERTIES TRUST	US136908486	26.44	1	New York Stock Exchange (NYSE)	Financial company	Assets	2128671.0
BP PRUDHOE BAY ROYALTY TRUST	US136943724	0.0	122	New York Stock Exchange (NYSE)	Industrial company	Assets	1002.0
ALBANY INTERNATIONAL CORP	US140462060	18.42	3	New York Stock Exchange (NYSE)	Industrial company	Assets	1009562.0
GENERAL ELECTRIC COMPANY	US140689340	15.53	1	New York Stock Exchange (NYSE)	Industrial company	Assets	493072000.0
ESPEY MANUFACTURING & ELECTRONICS CORP	US141387171	1.37	12	NYSE MKT	Industrial company	Assets	34344.0
TRANS WORLD ENTERTAINMENT CORP	US141541629	1.97	5	NASDAQ National Market	Industrial company	Assets	271605.0
COMMAND SECURITY CORP	US141626307	0.11	15	NYSE MKT	Industrial company	Assets	36587.0
TRUSTCO BANK CORPORATION NEW YORK	US141630287	15.95	1	NASDAQ National Market	Bank	Assets	
AMETEK INC	US141682544	18.2	1	New York Stock Exchange (NYSE)	Industrial company	Assets	6660450.0
ALBANY MOLECULAR RESEARCH INC	US141742717	12.69	1	NASDAQ National Market	Industrial company	Assets	865567.0
AVANGRID, INC.	US141798693	1.68	4	New York Stock Exchange (NYSE)	Industrial company	Assets	30743000.0
GREENE COUNTY BANCORP, INC	US141809721	0.0	105	NASDAQ National Market	Bank	Assets	38056.0
HANSEN MEDICAL, INC.	US141850535	2.21	11	NASDAQ National Market	Industrial company	Assets	45718.0
MAXLINEAR, INC.	US141896129	9.91	2	New York Stock Exchange (NYSE)	Industrial company	Assets	334505.0
EMERGENT BIOSOLUTIONS INC.	US141902018	17.0	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1037484.0
COHEN & STEERS, INC.	US141904657	6.46	4	New York Stock Exchange (NYSE)	Financial company	Assets	305322.0
WILLDAN GROUP, INC.	US141951112	2.43	9	NASDAQ National Market	Industrial company	Assets	72345.0
ONE GROUP HOSPITALITY, INC. (THE)	US141961545	0.0	113	NASDAQ National Market	Industrial company	Assets	56046.0
FIRST NBC BANK HOLDING CO	US141985604	13.87	1	NASDAQ National Market	Bank	Assets	
IDEAL POWER INC.	US141999058	0.0	118	NASDAQ National Market	Industrial company	Assets	19250.0
PACIFIC INTERNATIONAL ENTERPRISES I	US143071803L	0.0	100	New York Stock Exchange (NYSE)	Industrial company	Assets	
LEGACYTEXAS FINANCIAL GROUP INC	US149183822L	17.57	1	NASDAQ National Market	Financial company	Assets	
UNITED COMMUNITY BANCORP INC	US149186642L	0.0	130	NASDAQ National Market	Financial company	Assets	
TFS FINANCIAL CORP	US149195129L	2.81	2	NASDAQ National Market	Financial company	Assets	
MAGYAR BANCORP INC	US149198162L	0.18	7	NASDAQ National Market	Financial company	Assets	
UNITED FINANCIAL BANCORP INC	US149209348L	6.37	3	NASDAQ National Market	Financial company	Assets	
LOEWS CORP	US149209459L	13.29	1	New York Stock Exchange (NYSE)	Insurance company	Assets	
GREAT WESTERN BANCORP INC	US150238546L	14.95	1	New York Stock Exchange (NYSE)	Financial company	Assets	
CORNING INC	US160393470	16.6	1	New York Stock Exchange (NYSE)	Industrial company	Assets	28547000.0
EASTMAN KODAK CO	US160417150	6.61	8	New York Stock Exchange (NYSE)	Industrial company	Assets	2138000.0
ELMIRA SAVINGS BANK	US160422120	0.0	105	NASDAQ National Market	Bank	Assets	561485.0
TEGNA, INC.	US160442930	18.48	1	New York Stock Exchange (NYSE)	Industrial company	Assets	8505958.0
XEROX CORP	US160468020	20.13	1	New York Stock Exchange (NYSE)	Industrial company	Assets	24789000.0
HARDINGE INC	US160470200	6.09	5	NASDAQ National Market	Industrial company	Assets	311135.0
COLUMBUS MCKINNON CORP	US160547600	10.88	2	NASDAQ National Market	Industrial company	Assets	566324.0
CONSTELLATION BRANDS, INC.	US160716709	16.67	3	New York Stock Exchange (NYSE)	Industrial company	Assets	16965000.0
SENECA FOODS CORP	US160733425	6.6000000000000005	5	NASDAQ National Market	Industrial company	Assets	805694.0
MOOG INC	US160757636	18.83	2	New York Stock Exchange (NYSE)	Industrial company	Assets	3086471.0
TAYLOR DEVICES INC	US160797789	0.0	108	NASDAQ National Market	Industrial company	Assets	33665.0
FINANCIAL INSTITUTIONS, INC	US160816610	10.9	1	NASDAQ National Market	Bank	Assets	3381024.0
SERVOTRONICS INC	US160837866	1.02	10	NYSE MKT	Industrial company	Assets	34374.0
MONRO MUFFLER BRAKE INC	US160838627	18.68	1	NASDAQ National Market	Industrial company	Assets	907794.0
TRANSCAT, INC.	US160874418	0.79	13	NASDAQ National Market	Industrial company	Assets	62149.0
COMPUTER TASK GROUP INC	US160912632	2.86	8	NASDAQ National Market	Industrial company	Assets	163077.0
ASTRONICS CORPORATION	US160959303	14.2	2	NASDAQ National Market	Industrial company	Assets	609243.0
RAND CAPITAL CORPORATION	US160961359	0.0	109	NASDAQ National Market	Venture capital	Assets	44762.0
M&T BANK CORPORATION	US160968385	18.96	1	New York Stock Exchange (NYSE)	Bank	Assets	122787884.0
ECOLOGY AND ENVIRONMENT, INC.	US160971022	1.62	11	NASDAQ National Market	Industrial company	Assets	68489.0
CONMED CORP	US160977505	19.680000000000003	1	NASDAQ National Market	Industrial company	Assets	1101700.0
PAYCHEX INC	US161124166	15.55	1	NASDAQ National Market	Industrial company	Assets	6482500.0
SP PLUS CORPORATION	US161171179	7.45	4	NASDAQ National Market	Industrial company	Assets	784100.0
SOVRAN SELF STORAGE INC	US161194043	28.64	1	New York Stock Exchange (NYSE)	Financial company	Assets	2118822.0
GRAHAM CORP	US161194720	7.68	1	New York Stock Exchange (NYSE)	Industrial company	Assets	154003.0
COMMUNITY BANK SYSTEM INC	US161213679	18.55	1	New York Stock Exchange (NYSE)	Bank	Assets	
DOCUMENT SECURITY SYSTEMS, INC.	US161229730	1.19	4	NYSE MKT	Industrial company	Assets	15657.0
CHEMUNG FINANCIAL CORPORATION	US161237038	1.51	9	NASDAQ National Market	Bank	Assets	1620128.0
DICK'S SPORTING GOODS, INC.	US161241537	15.26	3	New York Stock Exchange (NYSE)	Industrial company	Assets	3559336.0
NBT BANCORP, INC.	US161268674	20.36	1	NASDAQ National Market	Bank	Assets	8262646.0
CARROLS RESTAURANT GROUP, INC.	US161287774	9.29	1	NASDAQ National Market	Industrial company	Assets	427256.0
EVANS BANCORP, INC.	US161332767	0.0	118	NYSE MKT	Bank	Assets	105750.0
ULTRALIFE CORP.	US161387013	2.76	9	NASDAQ National Market	Industrial company	Assets	81522.0
QUEST DIAGNOSTICS INCORPORATED	US161387862	18.22	1	New York Stock Exchange (NYSE)	Industrial company	Assets	9962000.0
PAR TECHNOLOGY CORP	US161434688	1.83	10	New York Stock Exchange (NYSE)	Industrial company	Assets	115312.0
GIBRALTAR INDUSTRIES, INC.	US161445150	16.27	1	NASDAQ National Market	Industrial company	Assets	889772.0
TOMPKINS FINANCIAL CORP	US161482357	17.2	1	NYSE MKT	Bank	Assets	5689995.0
GREATBATCH, INC.	US161531026	16.419999999999998	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2982136.0
SYNACOR, INC.	US161542712	0.85	15	NASDAQ National Market	Industrial company	Assets	89026.0
PACIFIC BIOSCIENCES OF CALIFORNIA INC	US161590339	11.25	1	NASDAQ National Market	Industrial company	Assets	131107.0
ENLINK MIDSTREAM PARTNERS, LP	US161616605	0.0	144	New York Stock Exchange (NYSE)	Industrial company	Assets	8115800.0
TESSERA TECHNOLOGIES, INC.	US161620029	23.78	1	NASDAQ National Market	Industrial company	Assets	539352.0
LPATH, INC	US161630142	0.19	12	NASDAQ National Market	Industrial company	Assets	11612.0
INSTITUTIONAL FINANCIAL MARKETS, INC.	US161685692	2.26	6	NYSE MKT	Financial company	Assets	308825.0
MONEYGRAM INTERNATIONAL, INC.	US161690064	7.36	6	NASDAQ National Market	Financial company	Assets	4505200.0
VILLAGE BANK AND TRUST FINANCIAL CORP	US161694602	0.0	108	NASDAQ National Market	Bank	Assets	419941.0
SPOK HOLDINGS, INC.	US161694797	28.22	1	NASDAQ National Market	Industrial company	Assets	390422.0
FIDELITY NATIONAL FINANCIAL INC	US161725106	11.81	1	New York Stock Exchange (NYSE)	Insurance company	Assets	13931000.0
MORGANS HOTEL GROUP CO.	US161736884	7.58	3	NASDAQ National Market	Industrial company	Assets	558035.0
LEGACY RESERVES LP	US161751069	0.0	120	NASDAQ National Market	Industrial company	Assets	1613120.0
ADESTO TECHNOLOGIES CORPORATION	US161755067	0.0	114	NASDAQ National Market	Industrial company	Assets	49938.0
ROYCE FOCUS TRUST INC	US174262263L	0.0	104	NASDAQ National Market	Financial company	Assets	
HOME FEDERAL BANCORP INCORPORATED OF LOUISIANA	US174266790L	0.0	114	NASDAQ National Market	Financial company	Assets	
EQUITABLE FINANCIAL CORP	US174267189L	0.0	107	NASDAQ National Market	Financial company	Assets	
ANCHOR BANCORP	US180965109L	0.92	14	NASDAQ National Market	Financial company	Assets	
HEALTH INSURANCE INNOVATIONS INC	US196306431L	0.15	27	NASDAQ National Market	Financial company	Assets	
COUNTERPATH CORPORATION	US200004161	0.0	109	NASDAQ National Market	Industrial company	Assets	14223.0
PROFIRE ENERGY, INC.	US200019425	0.0	114	NASDAQ National Market	Industrial company	Assets	46856.0
ALIMERA SCIENCES INC	US200028718	5.51	12	NASDAQ National Market	Industrial company	Assets	70484.0
WYNDHAM WORLDWIDE CORP.	US200052541	19.55	1	New York Stock Exchange (NYSE)	Industrial company	Assets	9689000.0
ARBOR REALTY TRUST INC	US200057959	5.4	6	New York Stock Exchange (NYSE)	Industrial company	Assets	1827392.0
INFOBLOX INC.	US200062867	14.760000000000002	1	New York Stock Exchange (NYSE)	Industrial company	Assets	459267.0
DIGITAL ALLY, INC	US200064269	3.12	1	NASDAQ National Market	Industrial company	Assets	23474.0
ZION OIL & GAS, INC.	US200065053	2.25	1	NASDAQ National Market	Industrial company	Assets	10432.0
COLUMBIA PROPERTY TRUST, INC.	US200068852	19.83	1	New York Stock Exchange (NYSE)	Financial company	Assets	4678118.0
CLEVELAND BIOLABS, INC.	US200077155	0.79	7	NASDAQ National Market	Industrial company	Assets	20881.0
NANOSTRING TECHNOLOGIES, INC.	US200094687	7.01	3	NASDAQ National Market	Industrial company	Assets	92869.0
WHITING PETROLEUM CORPORATION	US200098515	20.19	1	New York Stock Exchange (NYSE)	Industrial company	Assets	11389085.0
PRONAI THERAPEUTICS, INC.	US200138994	0.0	108	NASDAQ National Market	Industrial company	Assets	152768.0
XENIA HOTELS & RESORTS, INC.	US200141677	26.42	1	New York Stock Exchange (NYSE)	Financial company	Assets	3005945.0
OLD LINE BANCSHARES, INC	US200154352	2.12	12	NASDAQ National Market	Bank	Assets	1510089.0
MEDICAL PROPERTIES TRUST INC	US200191742	28.5	1	New York Stock Exchange (NYSE)	Financial company	Assets	5609351.0
MARINUS PHARMACEUTICALS, INC.	US200198082	1.44	12	NASDAQ National Market	Industrial company	Assets	59648.0
KONA GRILL, INC.	US200216690	6.22	7	NASDAQ National Market	Industrial company	Assets	101844.0
PORTOLA PHARMACEUTICALS, INC.	US200216859	14.52	1	NASDAQ National Market	Industrial company	Assets	502924.0
SELECT BANCORP INC	US200218264	0.24	15	NASDAQ National Market	Bank	Assets	117090.0
PRESS GANEY HOLDINGS, INC.	US200259496	3.3	4	New York Stock Exchange (NYSE)	Industrial company	Assets	935829.0
INTERSECT ENT, INC.	US200280837	7.500000000000001	4	NASDAQ National Market	Industrial company	Assets	144635.0
KRATON PERFORMANCE POLYMERS, INC.	US200411521	22.06	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1092700.0
AMICUS THERAPEUTICS, INC.	US200422823	16.19	1	NASDAQ National Market	Industrial company	Assets	908384.0
DENBURY RESOURCES INC.	US200467835	21.09	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5886364.0
TRIUMPH BANCORP INC	US200477066	6.89	2	NASDAQ National Market	Bank	Assets	
PERFORMANT FINANCIAL CORPORATION	US200484934	2.26	14	NASDAQ National Market	Financial company	Assets	242540.0
CABELA'S INCORPORATED	US200486586	12.420000000000002	2	New York Stock Exchange (NYSE)	Industrial company	Assets	8463004.0
REACHLOCAL INC.	US200498783	0.12	23	NASDAQ National Market	Industrial company	Assets	122196.0
BANK OF THE JAMES FINANCIAL GROUP, INC.	US200500300	0.0	118	NASDAQ National Market	Bank	Assets	58444.0
REYNOLDS AMERICAN INC.	US200546644	9.15	4	New York Stock Exchange (NYSE)	Industrial company	Assets	53224000.0
PGT, INC.	US200634715	17.13	1	NASDAQ National Market	Industrial company	Assets	344028.0
TOWN SPORTS INTERNATIONAL HOLDINGS, INC.	US200640002	3.38	10	NASDAQ National Market	Industrial company	Assets	303101.0
PLY GEM HOLDINGS, INC.	US200645710	3.85	5	New York Stock Exchange (NYSE)	Industrial company	Assets	1266572.0
HALCON RESOURCES CORPORATION	US200700684	8.4	3	New York Stock Exchange (NYSE)	Industrial company	Assets	3458692.0
WILSHIRE BANCORP, INC.	US200711133	15.09	1	NASDAQ National Market	Bank	Assets	4713468.0
NEWMARKET CORPORATION	US200812170	13.66	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1286249.0
HOLLY ENERGY PARTNERS, L.P.	US200833098	0.0	131	New York Stock Exchange (NYSE)	Industrial company	Assets	1543765.0
T-MOBILE US, INC.	US200836269	3.5	4	NASDAQ National Market	Industrial company	Assets	62413000.0
ASHLAND INC	US200865835	18.81	1	New York Stock Exchange (NYSE)	Industrial company	Assets	10054000.0
CARBYLAN THERAPEUTICS, INC.	US200915291	2.17	10	NASDAQ National Market	Industrial company	Assets	56791.0
HILL INTERNATIONAL,INC.	US200953973	7.13	5	New York Stock Exchange (NYSE)	Industrial company	Assets	442563.0
DEMANDWARE, INC.	US200982939	12.83	3	New York Stock Exchange (NYSE)	Industrial company	Assets	377398.0
TOKAI PHARMACEUTICALS, INC.	US201000967	4.46	6	NASDAQ National Market	Industrial company	Assets	67974.0
CUBESMART	US201024732	24.67	1	New York Stock Exchange (NYSE)	Financial company	Assets	3104164.0
MOSAIC COMPANY (THE)	US201026454	13.06	1	New York Stock Exchange (NYSE)	Industrial company	Assets	17389500.0
EXTRA SPACE STORAGE, INC.	US201076777	29.46	1	New York Stock Exchange (NYSE)	Financial company	Assets	6071407.0
TEXAS ROADHOUSE, INC.	US201083890	17.25	1	NASDAQ National Market	Industrial company	Assets	1032706.0
COMSTOCK HOLDING COMPANIES, INC.	US201164345	0.0	109	NASDAQ National Market	Industrial company	Assets	58478.0
DIAMONDROCK HOSPITALITY COMPANY	US201180098	30.24	1	New York Stock Exchange (NYSE)	Financial company	Assets	3312510.0
RAND LOGISTICS, INC.	US201195343	3.71	16	NASDAQ National Market	Industrial company	Assets	250290.0
SUNSTONE HOTEL INVESTORS, INC	US201296886	25.05	1	New York Stock Exchange (NYSE)	Financial company	Assets	3863251.0
PRESTIGE BRANDS HOLDINGS, INC.	US201297589	22.11	1	New York Stock Exchange (NYSE)	Industrial company	Assets	2641967.0
OCLARO, INC.	US201303994	6.16	3	NASDAQ National Market	Industrial company	Assets	325884.0
NEENAH PAPER, INC.	US201308307	16.52	1	New York Stock Exchange (NYSE)	Industrial company	Assets	751400.0
CHINA HOUSING & LAND DEVELOPMENT, INC.	US201334845	0.0	106	NASDAQ National Market	Financial company	Assets	626529.0
EDUCATION REALTY TRUST, INC.	US201352180	26.11000000000001	1	New York Stock Exchange (NYSE)	Financial company	Assets	2001831.0
APIGEE CORPORATION	US201367539	4.2200000000000015	8	NASDAQ National Market	Industrial company	Assets	138706.0
INNOPHOS HOLDINGS, INC.	US201380758	19.6	1	NASDAQ National Market	Industrial company	Assets	668218.0
ENVESTNET, INC.	US201409613	12.55	2	New York Stock Exchange (NYSE)	Financial company	Assets	876249.0
SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.	US201417448	2.9	12	NASDAQ National Market	Bank	Assets	1036107.0
LIQTECH INTERNATIONAL, INC.	US201431677	0.0	109	NYSE MKT	Industrial company	Assets	28074.0
A10 NETWORKS, INC.	US201446869	5.37	4	New York Stock Exchange (NYSE)	Industrial company	Assets	192551.0
BELLICUM PHARMACEUTICALS, INC.	US201450200	5.79	7	NASDAQ National Market	Industrial company	Assets	160406.0
HYATT HOTELS CORPORATION	US201480589	1.12	12	New York Stock Exchange (NYSE)	Industrial company	Assets	7591000.0
CORE-MARK HOLDING COMPANY, INC.	US201489747	19.04	1	NASDAQ National Market	Industrial company	Assets	1077300.0
LOGMEIN, INC.	US201515952	21.12	1	NASDAQ National Market	Industrial company	Assets	455699.0
SOTHERLY HOTELS, INC.	US201531029	3.15	7	NASDAQ National Market	Financial company	Assets	393058.0
LIFEPOINT HEALTH, INC.	US201538254	16.91	1	NASDAQ National Market	Industrial company	Assets	5996800.0
FIREEYE INC.	US201548921	10.96	1	NASDAQ National Market	Industrial company	Assets	2441473.0
BRIGHTCOVE, INC.	US201579162	8.8	1	NASDAQ National Market	Industrial company	Assets	127668.0
VIRGIN AMERICA INC.	US201585173	7.93	6	NASDAQ National Market	Industrial company	Assets	1568531.0
INTERMOLECULAR, INC.	US201616267	1.67	12	NASDAQ National Market	Industrial company	Assets	69677.0
QLIK TECHNOLOGIES INC	US201643718	15.25	1	NASDAQ National Market	Industrial company	Assets	666596.0
FACEBOOK, INC.	US201665019	15.269999999999998	2	NASDAQ National Market	Industrial company	Assets	49407000.0
LIMELIGHT NETWORKS, INC.	US201677033	6.5500000000000025	5	NASDAQ National Market	Industrial company	Assets	225627.0
ARC DOCUMENT SOLUTIONS, INC.	US201700361	14.6	1	New York Stock Exchange (NYSE)	Industrial company	Assets	474538.0
ARISTA NETWORKS, INC.	US201751121	6.5	7	New York Stock Exchange (NYSE)	Industrial company	Assets	1159890.0
SELECT MEDICAL HOLDINGS CORPORATION	US201764048	15.37	1	New York Stock Exchange (NYSE)	Industrial company	Assets	4426666.0
YOU ON DEMAND HOLDINGS, INC.	US201778374	1.1	8	NASDAQ National Market	Industrial company	Assets	19826.0
TAL INTERNATIONAL GROUP, INC.	US201796526	13.97	1	New York Stock Exchange (NYSE)	Industrial company	Assets	4434076.0
ANTHERA PHARMACEUTICALS, INC.	US201852016	11.06	1	NASDAQ National Market	Industrial company	Assets	48125.0
YELP INC.	US201854266	12.8	3	New York Stock Exchange (NYSE)	Industrial company	Assets	755427.0
KOPPERS HOLDINGS INC.	US201878963	22.07	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1125400.0
FRESHPET, INC.	US201884894	6.54	12	NASDAQ National Market	Industrial company	Assets	113098.0
MINDBODY, INC.	US201898451	1.28	11	NASDAQ National Market	Industrial company	Assets	141414.0
SEARS HOLDINGS CORPORATION	US201920798	4.77	7	NASDAQ National Market	Industrial company	Assets	11337000.0
COOPER-STANDARD HOLDINGS INC.	US201945088	11.55	3	New York Stock Exchange (NYSE)	Industrial company	Assets	2304292.0
ALDEYRA THERAPEUTICS, INC.	US201968197	1.21	14	NASDAQ National Market	Industrial company	Assets	28205.0
SUMMER INFANT, INC.	US201994619	1.96	11	NASDAQ National Market	Industrial company	Assets	113138.0
SERVICENOW, INC.	US202056195	12.55	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1807052.0
GTT COMMUNICATIONS, INC.	US202096338	6.4	6	New York Stock Exchange (NYSE)	Industrial company	Assets	596454.0
SYNTHESIS ENERGY SYSTEMS, INC.	US202110031	0.45	10	NASDAQ National Market	Industrial company	Assets	73751.0
JAMBA, INC.	US202122262	10.75	5	NASDAQ National Market	Industrial company	Assets	69616.0
CROCS, INC.	US202164234	16.240000000000002	1	NASDAQ National Market	Industrial company	Assets	608020.0
RESOURCE CAPITAL CORP.	US202287134	14.72	1	New York Stock Exchange (NYSE)	Financial company	Assets	2760432.0
TREEHOUSE FOODS, INC.	US202311383	14.03	1	New York Stock Exchange (NYSE)	Industrial company	Assets	3702796.0
SPIRIT AEROSYSTEMS HOLDINGS, INC.	US202436320	12.99	1	New York Stock Exchange (NYSE)	Industrial company	Assets	5777500.0
ROADRUNNER TRANSPORTATION SYSTEMS, INC.	US202454942	13.8	3	New York Stock Exchange (NYSE)	Industrial company	Assets	1319556.0
ALPHATEC HOLDINGS, INC.	US202463898	5.45	4	NASDAQ National Market	Industrial company	Assets	146341.0
WORKDAY, INC.	US202480422	8.85	2	New York Stock Exchange (NYSE)	Industrial company	Assets	2730094.0
PALO ALTO NETWORKS, INC.	US202530195	11.49	1	New York Stock Exchange (NYSE)	Industrial company	Assets	1965178.0
DAKOTA PLAINS HOLDINGS, INC.	US202543857	0.46	10	NYSE MKT	Industrial company	Assets	71063.0
ZAGG INC	US202559624	9.82	2	NASDAQ National Market	Industrial company	Assets	179541.0
CHINA AUTO LOGISTICS INC.	US202574314	0.0	105	NASDAQ National Market	Industrial company	Assets	288223.0
SUPERNUS PHARMACEUTICALS, INC.	US202590184	13.95	1	NASDAQ National Market	Industrial company	Assets	188626.0
HUBSPOT, INC.	US202632791	7.6	5	New York Stock Exchange (NYSE)	Industrial company	Assets	220379.0
COMMUNITY BANKERS TRUST CORPORATION	US202652949	1.4500000000000002	11	NASDAQ National Market	Bank	Assets	1180557.0
CELATOR PHARMACEUTICALS, INC.	US202680869	1.87	14	NASDAQ National Market	Industrial company	Assets	25635.0
CF INDUSTRIES HOLDINGS, INC.	US202697511	18.880000000000006	1	New York Stock Exchange (NYSE)	Industrial company	Assets	12683000.0
KAPSTONE PAPER AND PACKAGING CORPORATION	US202699372	17.36	1	New York Stock Exchange (NYSE)	Industrial company	Assets	3222110.0
